ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Joined,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Best Overall Rating,Position_clean,Body Type Clean,Attacking Work Rate,Defensive Work Rate,Loaned From_clean
229668,Mario Hermoso,27,Spain,80,82,Atlético de Madrid,22500000.0,53000.0,1991,Left,1.0,3.0,2.0,Yes,2019-07-18,2024,,3.175144,€47.8M,22.0,,SUB,Normal,Medium,High,
224371,J. Bowen,25,England,80,83,West Ham United,28000000.0,73000.0,1991,Left,1.0,3.0,4.0,Yes,2020-01-31,2025,,3.175144,€55.3M,20.0,,RM,Normal,High,Medium,
223724,S. Lainer,29,Austria,77,77,Borussia Mönchengladbach,9500000.0,27000.0,1991,Right,2.0,3.0,2.0,No,2019-07-01,2024,,3.175144,€16.2M,18.0,,RB,Normal,High,High,
191783,V. Berisha,29,Kosovo,72,72,Stade de Reims,2300000.0,18000.0,1991,Right,2.0,4.0,4.0,No,2020-07-09,2024,,3.628736,€4.6M,14.0,,SUB,Normal,Medium,Medium,
205923,B. Davies,29,Wales,79,79,Tottenham Hotspur,14500000.0,85000.0,1991,Left,2.0,3.0,3.0,Yes,2014-07-23,2025,,3.175144,€27.6M,33.0,,LCB,Normal,Medium,Medium,
197756,J. Ayew,30,Ghana,75,75,Crystal Palace,5500000.0,50000.0,1991,Right,2.0,3.0,4.0,Yes,2019-07-25,2023,,3.628736,€10.5M,9.0,,SUB,Normal,Medium,High,
247144,D. Hotić,26,Bosnia and Herzegovina,73,74,KSV Cercle Brugge,3600000.0,13000.0,1991,Left,1.0,4.0,4.0,No,2020-01-06,2023,,2.721552,€5.5M,10.0,,CAM,Normal,High,Medium,
235389,C. Rodríguez,25,Mexico,76,81,,0.0,0.0,1991,Right,1.0,3.0,3.0,No,,,,2.721552,,8.0,,SUB,Lean,High,High,
208224,P. Mantalos,30,Greece,77,77,AEK Athens,10000000.0,1000.0,1990,Right,1.0,4.0,3.0,No,2014-07-01,2024,,3.175144,€22M,20.0,,CAM,Lean,High,Medium,
179605,A. Taarabt,33,Morocco,75,75,SL Benfica,3500000.0,13000.0,1990,Right,2.0,4.0,4.0,Yes,2015-07-01,2023,,3.175144,€7M,49.0,,RES,Normal,Medium,Medium,
236772,D. Szoboszlai,21,Hungary,79,87,RB Leipzig,39500000.0,41000.0,1990,Right,1.0,4.0,4.0,Yes,,,,3.175144,€75.1M,10.0,,LW,Normal,Medium,Low,
211862,A. Hahn,31,Germany,74,74,FC Augsburg,3600000.0,26000.0,1989,Right,2.0,4.0,3.0,Yes,2018-07-01,2022,,3.628736,€6.5M,28.0,,RF,Normal,High,High,
204699,L. Melgarejo,31,Paraguay,73,73,Club Libertad,2500000.0,850.0,1989,Left,1.0,3.0,4.0,No,2021-07-13,2024,,3.175144,€5.5M,35.0,,LS,Normal,High,Medium,
211269,G. Fernández,30,Argentina,76,76,Boca Juniors,7000000.0,17000.0,1989,Right,1.0,3.0,3.0,Yes,2022-01-28,2024,,3.175144,€9.8M,8.0,,RCM,Normal,Medium,Medium,
202335,E. Dier,28,England,80,81,Tottenham Hotspur,20000000.0,90000.0,1989,Right,2.0,2.0,2.0,Yes,2014-08-02,2024,,4.082328,€39.5M,15.0,,CB,Stocky,Medium,High,
183130,M. Albrighton,32,England,75,75,Leicester City,4500000.0,63000.0,1989,Right,2.0,3.0,3.0,Yes,2014-07-01,2024,,3.175144,€8.6M,11.0,,RM,Lean,High,High,
234035,Odriozola,26,Spain,78,80,Real Madrid CF,16000000.0,115000.0,1989,Right,1.0,3.0,3.0,Yes,2018-07-05,2024,,2.721552,€34M,12.0,,SUB,Lean,High,High,
208621,Óscar Plano,31,Spain,73,73,Real Valladolid CF,2500000.0,18000.0,1989,Left,1.0,4.0,3.0,Yes,2017-07-03,2023,,3.175144,€5.5M,10.0,,SUB,Normal,High,High,
251377,R. Zalazar,22,Uruguay,73,80,FC Schalke 04,6000000.0,17000.0,1988,Right,1.0,3.0,3.0,No,2022-03-25,2026,,3.175144,€12M,10.0,,LCM,Normal,High,High,
202493,Aleix Vidal,32,Spain,73,73,RCD Espanyol de Barcelona,2100000.0,14000.0,1988,Right,2.0,4.0,3.0,No,2021-08-18,2023,,3.175144,€4.4M,22.0,,SUB,Lean,High,High,
192955,M. Klich,32,Poland,74,74,Leeds United,3300000.0,33000.0,1988,Right,1.0,3.0,3.0,Yes,2017-06-23,2024,,3.628736,€6.3M,43.0,,SUB,Lean,High,High,
202316,T. Chandler,32,United States,72,72,Eintracht Frankfurt,1900000.0,19000.0,1988,Right,2.0,4.0,2.0,Yes,2014-07-01,2025,,3.628736,€3.2M,22.0,,SUB,Stocky,High,High,
186351,L. Fer,32,Netherlands,74,74,Aytemiz Alanyaspor,2800000.0,18000.0,1987,Right,2.0,4.0,3.0,Yes,2021-08-24,2023,,3.175144,€5.6M,8.0,,LCM,Normal,Medium,High,
221697,O. Watkins,26,England,78,81,Aston Villa,18500000.0,82000.0,1987,Right,2.0,4.0,3.0,Yes,2020-09-09,2025,,3.175144,€36.5M,11.0,,SUB,Normal,High,High,
191076,J. Guðmundsson,31,Iceland,72,72,Burnley,1900000.0,30000.0,1987,Left,1.0,4.0,4.0,Yes,,,,3.175144,€3.6M,15.0,,SUB,Normal,Medium,High,
179681,M. Samudio,35,Paraguay,74,74,Club Libertad,1300000.0,600.0,1987,Left,1.0,3.0,3.0,No,2022-01-18,2022,,3.175144,€2.9M,11.0,,LB,Stocky,Medium,High,
213666,R. Loftus-Cheek,26,England,76,79,Chelsea,9500000.0,81000.0,1987,Right,1.0,3.0,4.0,Yes,2013-06-03,2024,,3.628736,€18.3M,12.0,,SUB,Normal,Medium,Medium,
211844,N. Gavory,27,France,72,72,Fortuna Düsseldorf,2300000.0,16000.0,1987,Left,1.0,3.0,3.0,No,2022-01-12,2025,,3.175144,€3.7M,34.0,,LB,Normal,High,Medium,
210047,F. Schär,30,Switzerland,77,77,Newcastle United,8500000.0,69000.0,1987,Right,2.0,3.0,2.0,Yes,2018-07-26,2024,,3.628736,€16.2M,5.0,,RCB,Normal,High,Medium,
235152,F. Kadioglu,22,Turkey,73,80,Fenerbahçe SK,6000000.0,36000.0,1987,Right,1.0,3.0,4.0,No,2018-07-14,2026,,3.175144,€12.6M,7.0,,LB,Normal,High,Medium,
212446,L. Garritano,28,Italy,73,73,Frosinone,3100000.0,4000.0,1986,Right,1.0,3.0,4.0,No,2021-08-07,2024,,2.721552,€4.8M,16.0,,LW,Lean,High,Low,
208919,R. Gauld,26,Scotland,75,76,Vancouver Whitecaps FC,6500000.0,9000.0,1986,Left,1.0,3.0,4.0,No,2021-08-01,2024,,2.721552,€10.2M,25.0,,LCM,Lean,High,High,
193348,X. Shaqiri,30,Switzerland,76,76,Chicago Fire Football Club,7000000.0,9000.0,1986,Left,3.0,4.0,5.0,Yes,2022-02-09,2024,,3.175144,€10.2M,10.0,,CAM,Unique,Medium,Low,
245586,Guerrero,24,Spain,72,79,FC Zürich,4500000.0,11000.0,1986,Left,1.0,3.0,2.0,No,2021-06-30,2024,,2.721552,€7.7M,3.0,,LM,Normal,Medium,High,
251438,Nuno Santos,23,Portugal,74,81,Charlotte FC,8500000.0,7000.0,1986,Right,1.0,3.0,3.0,No,2022-08-04,2024,,3.175144,€14M,21.0,,RES,Normal,High,Medium,
238794,Vinícius Jr.,21,Brazil,86,92,Real Madrid CF,109000000.0,200000.0,1985,Right,2.0,4.0,5.0,Yes,2018-07-12,2025,,3.175144,€245.3M,20.0,,LW,Lean,High,Medium,
186651,G. Vural,34,Turkey,69,69,Antalyaspor,500000.0,11000.0,1985,Left,1.0,3.0,3.0,No,2021-07-06,2024,,2.721552,€1M,11.0,,LB,Lean,High,Medium,
213654,G. Kamara,26,Finland,75,78,Rangers FC,7500000.0,46000.0,1985,Right,1.0,4.0,3.0,No,2019-01-31,2025,,3.175144,€14.1M,18.0,,CAM,Lean,Medium,High,
194644,Montoya,31,Spain,75,75,Real Betis Balompié,4099999.9999999995,20000.0,1985,Right,2.0,4.0,3.0,Yes,2020-08-25,2024,,3.175144,€8.6M,2.0,,SUB,Lean,High,Medium,
217546,Sequeira,31,Portugal,76,76,SC Braga,5500000.0,14000.0,1985,Left,1.0,3.0,3.0,No,2017-07-01,2024,,3.175144,€11M,6.0,,LB,Normal,Medium,Medium,
236898,M. Aebischer,25,Switzerland,75,78,Bologna,7500000.0,28000.0,1984,Right,1.0,4.0,3.0,No,2022-07-01,2026,,3.175144,€13.3M,20.0,,LCM,Lean,Medium,High,
211022,Rubén García,28,Spain,79,79,CA Osasuna,17500000.0,35000.0,1984,Left,1.0,2.0,4.0,No,2018-08-20,2024,,3.175144,€36.8M,14.0,,LM,Normal,High,Medium,
189165,J. Shelvey,30,England,77,77,Newcastle United,10000000.0,76000.0,1984,Right,2.0,3.0,3.0,Yes,2016-01-12,2023,,3.628736,€19M,8.0,,SUB,Normal,Medium,Medium,
226677,J. Bacuna,24,Curacao,70,74,Birmingham City,2300000.0,16000.0,1984,Right,1.0,3.0,4.0,Yes,2022-01-27,2025,,3.175144,€4.5M,7.0,,LCM,Lean,Medium,Medium,
233487,R. McGree,23,Australia,71,78,Middlesbrough,3700000.0,16000.0,1984,Left,1.0,3.0,3.0,No,2022-01-14,2025,,3.175144,€7.8M,8.0,,LCM,Normal,High,Medium,
220746,A. Živković,25,Serbia,77,78,PAOK,12500000.0,2000.0,1984,Left,1.0,3.0,4.0,Yes,2020-09-08,2024,,2.721552,€28.4M,14.0,,RW,Normal,High,Medium,
207791,Y. Poulsen,28,Denmark,77,77,RB Leipzig,11000000.0,53000.0,1984,Right,2.0,3.0,3.0,Yes,,,,3.628736,€18.7M,20.0,,SUB,Normal,Medium,High,
225309,N. Amiri,25,Germany,76,79,Bayer 04 Leverkusen,10000000.0,42000.0,1984,Right,2.0,3.0,4.0,Yes,2019-07-30,2024,,3.175144,€17.8M,11.0,,RES,Normal,High,High,
226853,J. St. Juste,25,Netherlands,76,80,Sporting CP,9500000.0,12000.0,1984,Right,2.0,3.0,3.0,No,2022-07-01,2026,,3.175144,€19.7M,3.0,,SUB,Lean,High,Medium,
263781,Vanderson,21,Brazil,76,85,AS Monaco,17000000.0,32000.0,1983,Right,1.0,3.0,3.0,No,2022-01-01,2027,,3.175144,€35.7M,2.0,,RB,Lean,Medium,Medium,
252383,R. Zerrouki,24,Algeria,73,78,FC Twente,4600000.0,10000.0,1983,Right,1.0,3.0,3.0,No,2019-08-03,2024,,3.175144,€7.2M,8.0,,RCM,Normal,Medium,High,
202828,F. Viviani,30,Italy,69,69,SPAL,1200000.0,2000.0,1983,Right,1.0,4.0,3.0,No,2018-07-01,2023,,3.175144,€1.9M,7.0,,RCM,Normal,Medium,High,
246708,22 G. Masouras,27,Greece,76,76,Olympiacos CFP,8000000.0,2000.0,1983,Right,1.0,4.0,3.0,No,2019-01-01,2024,,3.175144,€16.8M,19.0,,RM,Normal,High,Medium,
257234,Y. Hamache,22,France,73,80,Boavista FC,6000000.0,10000.0,1983,Left,1.0,3.0,2.0,No,2020-08-03,2023,,3.175144,€13.8M,25.0,,LWB,Normal,High,Medium,
200888,Danilo Pereira,30,Portugal,80,80,Paris Saint-Germain,17500000.0,76000.0,1983,Right,3.0,3.0,3.0,Yes,2020-10-05,2025,,3.628736,€32.4M,15.0,,SUB,Normal,Medium,High,
207537,22 J. Lukaku,26,Belgium,72,72,Lazio,2600000.0,35000.0,1983,Left,2.0,3.0,3.0,No,2021-06-15,2022,,3.628736,€4.4M,91.0,,SUB,Stocky,Medium,Medium,
169324,A. Ulmer,36,Austria,74,74,FC Red Bull Salzburg,925000.0,16000.0,1982,Left,1.0,3.0,3.0,No,2009-01-28,2023,,3.175144,€1.4M,17.0,,LB,Normal,High,Medium,
223061,F. Cervi,28,Argentina,78,78,RC Celta de Vigo,14000000.0,27000.0,1982,Left,2.0,3.0,4.0,Yes,2021-07-05,2024,,2.721552,€29.4M,11.0,,LM,Normal,High,High,
246646,M. Caqueret,22,France,79,85,Olympique Lyonnais,26000000.0,52000.0,1982,Right,2.0,3.0,3.0,Yes,2018-12-14,2026,,2.721552,€54.6M,6.0,,CDM,Lean,High,High,
205995,J. Willems,28,Netherlands,72,72,SpVgg Greuther Fürth,2100000.0,9000.0,1982,Left,2.0,4.0,3.0,Yes,2021-08-25,2023,,3.628736,€3.4M,15.0,,LB,Stocky,Medium,Medium,
210455,Jonny,28,Spain,79,79,Wolverhampton Wanderers,16000000.0,80000.0,1982,Right,2.0,3.0,3.0,Yes,2019-01-31,2025,,3.175144,€30.4M,19.0,,RB,Normal,High,High,
215157,22 F. Lértora,30,Argentina,75,75,Club Atlético Colón,4700000.0,13000.0,1982,Right,1.0,3.0,2.0,No,2019-07-25,2022,,3.175144,€7.1M,14.0,,CM,Lean,Medium,Medium,
239810,N. Raskin,21,Belgium,70,80,Standard de Liège,3600000.0,7000.0,1982,Right,1.0,4.0,3.0,No,2019-01-23,2023,,3.175144,€6.1M,26.0,,RDM,Normal,High,High,
241568,C. Ferreira,22,Argentina,70,76,Newell's Old Boys,2500000.0,8000.0,1982,Right,1.0,3.0,3.0,No,,"Dec 31, 2023",,2.721552,,30.0,,SUB,Normal,Medium,Low,River Plate
206591,M. Weiser,28,Germany,73,73,SV Werder Bremen,2800000.0,19000.0,1982,Right,2.0,4.0,4.0,Yes,2022-07-15,2023,,3.175144,€5M,8.0,,RWB,Normal,High,Medium,
198706,Luis Alberto,29,Spain,83,83,Lazio,35500000.0,74000.0,1982,Right,2.0,3.0,4.0,Yes,2016-08-31,2025,,3.175144,€60.4M,10.0,,LCM,Lean,Medium,Medium,
235243,M. de Ligt,22,Netherlands,85,89,FC Bayern München,71000000.0,77000.0,1982,Right,3.0,3.0,2.0,Yes,2022-07-19,2027,,3.628736,€122.5M,4.0,,RCB,Unique,Medium,High,
214937,L. Villalba,27,Argentina,73,73,Argentinos Juniors,2800000.0,11000.0,1981,Left,1.0,2.0,3.0,No,2021-02-11,2024,,3.175144,€4.2M,6.0,,LCB,Normal,High,Medium,
212214,A. Solari,30,Argentina,74,74,RC Celta de Vigo,4099999.9999999995,20000.0,1981,Right,1.0,3.0,3.0,Yes,2021-01-23,2023,,3.175144,€8.6M,21.0,,RM,Lean,Medium,High,
215322,J. Silva,28,Argentina,74,74,Granada CF,3800000.0,22000.0,1981,Left,1.0,3.0,3.0,No,,"Jun 30, 2023",,3.175144,,5.0,,SUB,Normal,Medium,Medium,Getafe CF
231887,Y. Yazıcı,25,Turkey,76,80,LOSC Lille,10500000.0,32000.0,1981,Left,1.0,4.0,4.0,No,2019-08-06,2024,,3.175144,€20.7M,11.0,,SUB,Normal,Medium,Medium,
237043,22 R. Alvarado,22,Mexico,75,81,Club Deportivo Guadalajara,9000000.0,36000.0,1981,Left,1.0,4.0,4.0,Yes,2022-01-01,2024,,3.175144,€17.1M,25.0,,RW,Lean,High,Medium,
213345,K. Coman,26,France,86,87,FC Bayern München,80000000.0,105000.0,1981,Right,4.0,3.0,5.0,Yes,2015-08-30,2027,,3.175144,€138M,11.0,,LM,Unique,Medium,Medium,
207733,22 Filipe Augusto,27,Brazil,73,73,Damac FC,3200000.0,18000.0,1980,Left,1.0,2.0,3.0,No,2021-08-31,2022,,3.175144,€5.3M,5.0,,RDM,Normal,Medium,High,
184252,L. Pratto,34,Argentina,74,74,Vélez Sarsfield,2100000.0,15000.0,1980,Right,2.0,3.0,3.0,No,2021-08-28,2023,,4.082328,€3.2M,12.0,,ST,Stocky,High,Medium,
235875,Pol Lirola,24,Spain,75,80,Olympique de Marseille,8000000.0,26000.0,1980,Right,1.0,3.0,3.0,No,2021-08-24,2026,,3.175144,€15.8M,29.0,,SUB,Normal,Medium,Medium,
216643,L. Dubois,27,France,76,77,Galatasaray SK,8000000.0,51000.0,1980,Right,3.0,4.0,3.0,Yes,2022-07-21,2025,,2.721552,€15.8M,2.0,,RB,Lean,High,Medium,
217845,A. Hjulsager,27,Denmark,72,73,KAA Gent,2700000.0,16000.0,1980,Right,1.0,3.0,3.0,Yes,2021-07-01,2025,,3.175144,€4.3M,17.0,,SUB,Normal,Medium,Medium,
203502,B. Decordova-Reid,29,Jamaica,74,74,Fulham,4099999.9999999995,47000.0,1979,Right,1.0,3.0,3.0,Yes,2020-01-24,2023,,2.721552,€7.8M,14.0,,LM,Lean,High,Medium,
198553,C. Gamboa,32,Costa Rica,74,74,VfL Bochum 1848,2900000.0,20000.0,1979,Right,1.0,2.0,3.0,No,2019-08-27,2024,,3.175144,€5.2M,2.0,,RB,Normal,High,Medium,
216289,M. Diemers,28,Netherlands,70,70,Feyenoord,1600000.0,7000.0,1979,Right,1.0,3.0,3.0,No,2020-07-01,2023,,2.721552,€2.4M,22.0,,SUB,Normal,Medium,Medium,
235844,E. Álvarez,24,Mexico,80,84,Ajax,27500000.0,17000.0,1979,Right,2.0,3.0,2.0,No,2019-07-22,2025,,3.175144,€40.6M,4.0,,RCM,Normal,Low,High,
234111,D. Turnbull,22,Scotland,75,82,Celtic,11500000.0,40000.0,1979,Right,1.0,4.0,3.0,No,2020-08-27,2024,,3.175144,€23M,14.0,,LCM,Normal,High,Medium,
208920,N. Aké,27,Netherlands,78,80,Manchester City,15000000.0,95000.0,1978,Left,3.0,3.0,2.0,Yes,2020-08-05,2025,,3.175144,€28.9M,6.0,,SUB,Normal,Medium,High,
216816,G. Simeone,26,Argentina,78,79,Hellas Verona,17000000.0,33000.0,1978,Right,2.0,4.0,3.0,No,2022-06-17,2026,,3.628736,€30.2M,99.0,,ST,Normal,High,High,
235467,M. Moreno,27,Argentina,76,77,Atlanta United,8500000.0,9000.0,1978,Right,1.0,2.0,5.0,No,2020-09-22,2024,,2.721552,€13.4M,10.0,,LAM,Lean,High,Medium,
236838,Y. Maleh,23,Morocco,74,82,Fiorentina,9500000.0,35000.0,1978,Left,1.0,3.0,3.0,No,2021-01-21,2025,,3.175144,€18.1M,14.0,,SUB,Lean,Medium,High,
211575,André Gomes,28,Portugal,75,75,Everton,5500000.0,37000.0,1978,Right,3.0,4.0,4.0,Yes,2019-06-25,2024,,3.628736,€10.5M,21.0,,RES,Normal,Low,Medium,
226515,Andrei Girotto,30,Brazil,78,78,FC Nantes,11500000.0,26000.0,1977,Right,1.0,3.0,2.0,No,2017-08-12,2024,,3.175144,€23M,3.0,,CB,Lean,Medium,High,
233049,J. Sancho,22,England,84,88,Manchester United,61500000.0,155000.0,1977,Right,3.0,3.0,5.0,Yes,2021-07-23,2026,,3.175144,€121.5M,25.0,,LW,Unique,High,Medium,
103935,18 A. Aquilani,32,Italy,75,75,Unión Deportiva Las Palmas,5000000.0,20000.0,1977,Right,2.0,4.0,2.0,Yes,2017-08-25,2019,,3.175144,€10.5M,25.0,,LDM,Lean,Medium,Medium,
230977,M. Almirón,28,Paraguay,78,78,Newcastle United,14000000.0,84000.0,1977,Left,1.0,2.0,4.0,Yes,2019-01-31,2024,,3.175144,€26.6M,24.0,,RW,Lean,High,High,
164141,11 Ricardo Conceição,25,Brazil,70,75,Vitória,0.0,0.0,1977,Right,2.0,4.0,3.0,No,2010-09-02,2011,,3.175144,,7.0,,RDM,Normal,,,
236786,M. Terrier,25,France,81,84,Stade Rennais FC,34000000.0,61000.0,1977,Right,2.0,3.0,3.0,Yes,2020-07-06,2025,,3.175144,€67.2M,7.0,,LW,Lean,High,Medium,
236298,E. Atuesta,25,Colombia,75,82,,0.0,0.0,1976,Right,1.0,4.0,3.0,No,,,,3.175144,,,,,Lean,Medium,Medium,
226166,N. Mukiele,24,France,79,83,Paris Saint-Germain,23500000.0,61000.0,1976,Right,2.0,3.0,3.0,Yes,2022-07-26,2027,,3.628736,€45.2M,26.0,,SUB,Normal,Medium,High,
225523,Lekue,29,Spain,75,75,Athletic Club de Bilbao,4900000.0,23000.0,1976,Right,1.0,3.0,3.0,Yes,2015-08-25,2023,,3.175144,€10.3M,15.0,,SUB,Lean,High,Medium,
212823,20 Gabriel Barbosa,22,Brazil,81,85,Inter,23500000.0,71000.0,1976,Left,2.0,3.0,4.0,No,2016-08-30,2024,,2.721552,€41.7M,35.0,,RES,Normal,Medium,Medium,
207884,Willian Arão,30,Brazil,77,77,Fenerbahçe SK,9000000.0,55000.0,1976,Right,1.0,3.0,3.0,No,2022-07-14,2024,,3.175144,€17.1M,5.0,,CDM,Lean,Medium,Medium,
233585,Lincoln,23,Brazil,75,84,Fenerbahçe SK,12500000.0,46000.0,1976,Left,1.0,3.0,4.0,No,2022-07-01,2026,,3.175144,€26.3M,18.0,,SUB,Normal,High,Medium,
188988,M. Lanzini,29,Argentina,79,79,West Ham United,17000000.0,75000.0,1975,Right,2.0,3.0,4.0,Yes,2016-07-01,2023,,2.26796,€32.3M,10.0,,CAM,Normal,Medium,Medium,
243014,B. Mbeumo,22,Cameroon,75,81,Brentford,9000000.0,40000.0,1975,Left,1.0,2.0,4.0,Yes,2019-08-05,2026,,3.175144,€18.9M,19.0,,RW,Normal,High,High,
209523,D. González,28,Paraguay,74,74,Club Olimpia,4300000.0,1000.0,1975,Right,1.0,3.0,4.0,No,2020-02-07,2024,,3.175144,€9.5M,10.0,,RS,Lean,High,Medium,
236998,J. Léa Siliki,26,Cameroon,70,73,Estoril Praia,2100000.0,5000.0,1975,Left,1.0,2.0,3.0,No,2022-07-25,2025,,3.175144,€4.5M,95.0,,RCM,Normal,High,Medium,
236987,B. Kamara,22,France,80,86,Aston Villa,31000000.0,69000.0,1975,Right,2.0,3.0,3.0,Yes,2022-07-01,2027,,2.721552,€65.1M,44.0,,CDM,Lean,Medium,High,
244369,V. Tsygankov,24,Ukraine,80,85,Dynamo Kyiv,32000000.0,1000.0,1975,Left,2.0,4.0,4.0,No,,,,3.175144,€72.8M,15.0,,LM,Lean,High,Medium,
213400,22 D. Laxalt,27,Uruguay,73,73,AC Milan,2900000.0,26000.0,1975,Left,2.0,3.0,4.0,No,2018-08-17,2022,,3.175144,€4.8M,91.0,,RES,Lean,High,High,
184087,T. Alderweireld,33,Belgium,82,82,Royal Antwerp FC,14500000.0,30000.0,1975,Right,3.0,3.0,2.0,Yes,2022-07-15,2025,,3.628736,€21.8M,23.0,,RCB,Normal,Medium,Medium,
236492,Pedro Díaz,24,Spain,70,79,Real Sporting de Gijón,3300000.0,5000.0,1975,Right,1.0,4.0,3.0,No,2016-07-01,2025,,3.175144,€5.9M,8.0,,RCM,Normal,High,High,
247819,N. Schlotterbeck,22,Germany,82,88,Borussia Dortmund,44500000.0,47000.0,1975,Left,1.0,3.0,3.0,Yes,2022-07-01,2027,,3.628736,€84.6M,4.0,,LCB,Normal,High,High,
196934,22 O. Özyakup,28,Turkey,72,72,Beşiktaş JK,2300000.0,30000.0,1975,Right,2.0,4.0,4.0,No,2012-06-08,2022,,3.175144,€4.6M,10.0,,SUB,Lean,Medium,Medium,
221695,22 G. Donsah,25,Ghana,70,75,Yeni Malatyaspor,2300000.0,8000.0,1974,Right,1.0,3.0,3.0,No,2022-01-12,2023,,3.175144,€4.7M,34.0,,RCM,Normal,Medium,High,
242332,G. Busio,20,United States,73,86,Venezia FC,7500000.0,4000.0,1974,Right,1.0,4.0,3.0,No,2021-08-10,2024,,2.721552,€16.7M,6.0,,CM,Lean,Medium,Medium,
237496,D. Mihailovic,23,United States,75,81,Club de Foot Montréal,9000000.0,9000.0,1974,Right,1.0,4.0,4.0,No,2021-01-01,2022,,2.721552,€14.9M,8.0,,LF,Lean,High,High,
234983,Q. Laçi,26,Albania,70,74,AC Ajaccio,2000000.0,10000.0,1974,Right,1.0,3.0,3.0,No,2018-07-07,2023,,2.721552,€4.2M,10.0,,SUB,Lean,High,High,
204464,J. Ralls,28,England,71,71,Cardiff City,1900000.0,23000.0,1974,Left,1.0,2.0,3.0,Yes,2011-10-01,2024,,3.175144,€3.5M,8.0,,SUB,Normal,Medium,High,
183574,M. Kruse,34,Germany,80,80,VfL Wolfsburg,10500000.0,58000.0,1974,Left,2.0,4.0,4.0,Yes,2022-01-30,2023,,3.175144,€17.9M,9.0,,CAM,Normal,High,Low,
201862,M. Rojo,32,Argentina,78,78,Boca Juniors,9000000.0,18000.0,1974,Left,3.0,2.0,3.0,Yes,2021-02-02,2022,,3.628736,€12.6M,6.0,,LCB,Stocky,Medium,High,
226110,N. Pépé,27,Côte d'Ivoire,79,79,Arsenal,18500000.0,83000.0,1974,Left,2.0,2.0,4.0,Yes,2019-08-01,2024,,3.175144,€35.2M,19.0,,SUB,Unique,High,Medium,
229862,Edu Expósito,25,Spain,75,78,RCD Espanyol de Barcelona,7500000.0,17000.0,1974,Right,1.0,5.0,3.0,Yes,2022-08-08,2027,,2.721552,€16.3M,15.0,,SUB,Lean,Medium,High,
224294,L. Cook,25,England,74,78,AFC Bournemouth,6000000.0,37000.0,1974,Right,1.0,4.0,3.0,Yes,2016-07-08,2025,,3.175144,€12.5M,4.0,,RCM,Normal,Medium,Medium,
241569,D. Martínez,24,Paraguay,75,78,River Plate,7000000.0,13000.0,1974,Left,1.0,3.0,2.0,No,2018-12-03,2022,,3.175144,€10.3M,6.0,,RCB,Normal,High,Medium,
185174,22 A. Poli,31,Italy,75,75,Antalyaspor,3900000.0,16000.0,1973,Right,2.0,3.0,3.0,No,2021-07-22,2024,,3.175144,€7.8M,15.0,,RCM,Normal,Medium,Medium,
216270,G. Honeyman,27,England,71,71,Millwall,2000000.0,10000.0,1973,Right,1.0,3.0,3.0,No,2022-06-28,2025,,3.175144,€3.8M,39.0,,CAM,Normal,High,High,
208509,T. Foket,27,Belgium,75,76,Stade de Reims,6000000.0,20000.0,1973,Right,1.0,3.0,3.0,No,2018-08-31,2023,,2.721552,€12.5M,32.0,,RWB,Lean,Medium,Medium,
222227,P. Berg,24,Norway,74,78,Racing Club de Lens,6000000.0,23000.0,1973,Right,1.0,2.0,3.0,No,2022-01-01,2025,,3.175144,€11.9M,6.0,,SUB,Normal,Medium,High,
179844,21 Diego Costa,31,Spain,80,80,Atlético de Madrid,18000000.0,63000.0,1973,Right,4.0,4.0,2.0,Yes,2018-01-01,2021,,3.628736,€36.9M,19.0,,SUB,Normal,High,Medium,
231493,L. Kleinheisler,28,Hungary,71,71,,0.0,0.0,1973,Right,1.0,4.0,3.0,No,,,,3.175144,,15.0,,SUB,Stocky,High,High,
188154,L. Holtby,31,Germany,71,71,Holstein Kiel,1500000.0,13000.0,1973,Left,2.0,4.0,3.0,Yes,2021-08-17,2024,,3.175144,€2.3M,10.0,,LCM,Normal,High,Medium,
228093,M. Thuram,24,France,78,83,Borussia Mönchengladbach,21500000.0,29000.0,1973,Right,2.0,3.0,3.0,Yes,2019-07-22,2023,,4.082328,€38.2M,10.0,,ST,Stocky,Medium,Medium,
223926,S. Bastien,25,Congo DR,70,73,Burnley,2100000.0,22000.0,1973,Right,1.0,3.0,3.0,No,2022-07-05,2025,,3.175144,€4.1M,26.0,,SUB,Normal,High,Medium,
211300,A. Martial,26,France,80,83,Manchester United,28000000.0,125000.0,1973,Right,3.0,4.0,4.0,Yes,2015-09-01,2024,,3.175144,€55.3M,9.0,,SUB,Unique,Low,Low,
219466,B. Meling,27,Norway,76,77,Stade Rennais FC,8000000.0,37000.0,1972,Left,2.0,3.0,3.0,No,2021-07-20,2024,,2.721552,€15.8M,25.0,,LB,Lean,High,High,
214563,21 M. Duarte,28,Colombia,68,68,Defensa y Justicia,1100000.0,6000.0,1972,Left,1.0,4.0,3.0,No,2020-01-25,2022,,2.721552,€1.7M,24.0,,SUB,Normal,Medium,Low,
